SALEDATE,SALESTIME,STAFF,INVNO,PLU,PROD,QTY,PRICE,DISCOUNT,TOTAL,MOP,SALESTATUS,COGS,DEPT,TAX1NAME,TAX2NAME,TAX1,TAX2,CH2,PRTFLAG,CLIENT,CITY,STATE,CUSTNO,SUPPLIER,AUTHCODE,PROCESSDAT,ACQREFDAT,RECORDNO,REFNO,COMISSION
2/8/2020,16:44,MOHAMMAD,OP1-10025,BHA7552,NISSAN HARNESS 08-UP,1.00,15.99,0.00,15.99,DEBIT CARD,SALE,1.65,INSTALL,,,17.78,0.00,0.00,FALSE,JOHN SPEARS,,,OP13149,,,,,,,
2/8/2020,16:44,MOHAMMAD,OP1-10025,BAA36,NISSAN ANTENNA ADAP,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,4.50,INSTALL,,,17.78,0.00,0.00,FALSE,JOHN SPEARS,,,OP13149,,,,,,,
2/8/2020,16:44,MOHAMMAD,OP1-10025,CDP,LABOR CD PLAYER,1.00,100.00,0.00,100.00,DEBIT CARD,SALE,0.00,LABOR,,,17.78,0.00,0.00,FALSE,JOHN SPEARS,,,OP13149,,,,,,,
2/8/2020,16:44,MOHAMMAD,OP1-10025,KDCX303,KENWOOD EXCELON USB BLUETOOTH,1.00,119.99,0.00,119.99,DEBIT CARD,SALE,93.00,HEAD UNIT,,,17.78,0.00,0.00,FALSE,JOHN SPEARS,,,OP13149,,,,,,,
2/8/2020,16:44,MOHAMMAD,OP1-10025,SSPRCA17,SOUND QUEST 17 FT RCA,1.00,11.99,0.00,11.99,DEBIT CARD,SALE,2.80,INSTALL,,,17.78,0.00,0.00,FALSE,JOHN SPEARS,,,OP13149,,,,,,,
2/10/2020,13:11,MOHAMMAD,OP1-10026,SSPRCA17,SOUND QUEST 17 FT RCA,1.00,11.99,0.00,11.99,CASH,SALE,2.80,INSTALL,,,1.00,0.00,0.00,FALSE,,,,,,,,,,,
2/10/2020,14:11,MOHAMMAD,OP1-10027,BAA4B,BEST ANTENNA ADAP GM,1.00,11.99,0.00,11.99,DEBIT CARD,SALE,1.79,INSTALL,,,12.77,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/10/2020,14:11,MOHAMMAD,OP1-10027,BHA1858,BEST HARNESS GM 88-05,1.00,15.99,0.00,15.99,DEBIT CARD,SALE,1.35,INSTALL,,,12.77,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/10/2020,14:11,MOHAMMAD,OP1-10027,BKGM4,GM BEST KIT 82-UP,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,3.80,INSTALL,,,12.77,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/10/2020,14:11,MOHAMMAD,OP1-10027,CDP,LABOR CD PLAYER,1.00,60.00,0.00,60.00,DEBIT CARD,SALE,0.00,LABOR,,,12.77,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/10/2020,14:11,MOHAMMAD,OP1-10027,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,DEBIT CARD,SALE,0.00,LABOR,,,12.77,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/10/2020,14:11,MOHAMMAD,OP1-10027,KDR890BT,JVC CD BLUETOOTH,1.00,99.99,0.00,99.99,DEBIT CARD,SALE,60.00,CD,,,12.77,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/10/2020,14:38,JAWAD,OP1-10028,DVD,LABOR DVD,1.00,80.00,0.00,80.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
2/11/2020,12:50,MOHAMMAD,OP1-10029,V6RAK4,TSPEC 4G KIT,1.00,69.99,0.00,69.99,DEBIT CARD,SALE,21.00,INSTALL,,,43.83,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/11/2020,12:50,MOHAMMAD,OP1-10029,1202S,"12""DAUL SEALED",1.00,69.99,0.00,69.99,DEBIT CARD,SALE,30.00,BOXES,,,43.83,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/11/2020,12:50,MOHAMMAD,OP1-10029,KFCXW120,"KENWOOD EXCELON 12"" SUB",2.00,89.99,0.00,179.98,DEBIT CARD,SALE,120.00,SUB,,,43.83,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/11/2020,12:50,MOHAMMAD,OP1-10029,X5021,KENWOOD 500 WATT MONO AMP,1.00,189.99,0.00,189.99,DEBIT CARD,SALE,140.00,AMP,,,43.83,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/11/2020,12:50,MOHAMMAD,OP1-10029,AMP,LABOR AMP,1.00,131.00,0.00,131.00,DEBIT CARD,SALE,0.00,LABOR,,,43.83,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/11/2020,12:50,MOHAMMAD,OP1-10029,RFDGM,ROCKFORD GM SIDE POST,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,3.30,INSTALL,,,43.83,0.00,0.00,FALSE,DEL EDWARDS,,,OP14354,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,CMR2629,JENSEN 2 DIN TOUCHSCREEN,1.00,99.99,0.00,99.99,DEBIT CARD,SALE,75.00,HEAD UNIT,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,DVD,LABOR DVD,1.00,75.00,0.00,75.00,DEBIT CARD,SALE,0.00,LABOR,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,DEBIT CARD,SALE,0.00,LABOR,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,BHA5520,FORD HARNESS,1.00,15.99,0.00,15.99,DEBIT CARD,SALE,2.39,ACCESSORIES,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,3.78,INSTALL,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,BKFMK542,FORD DD KIT,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,6.50,INSTALL,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,FLCAN,FLASHLOGIC INTERFACE,1.00,99.99,0.00,99.99,DEBIT CARD,SALE,48.00,ALARM,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,4105L,AVITAL REMOTE START KEYLESS,1.00,99.99,0.00,99.99,DEBIT CARD,SALE,42.00,ALARM,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,RMS,LABOR REMOTE START,1.00,80.00,0.00,80.00,DEBIT CARD,SALE,0.00,LABOR,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/12/2020,15:17,MOHAMMAD,OP1-10030,LCK,LABOR KEYLESS,1.00,20.00,0.00,20.00,DEBIT CARD,SALE,0.00,LABOR,,,29.72,0.00,0.00,FALSE,WHITNEY JACKSON,,,OP14355,,,,,,,
2/13/2020,14:37,MOHAMMAD,OP1-10031,KFCXW1200F,KENWOOD EXCELON 12 SHALLOW,2.00,179.99,0.00,359.98,CASH,SALE,240.00,SUB,,,30.06,0.00,0.00,FALSE,QUENTIN STOVALL,,,OP14356,,,,,,,
2/13/2020,14:37,MOHAMMAD,OP1-10031,MS3,LABOR ONE HOUR,1.00,70.00,0.00,70.00,CASH,SALE,0.00,LABOR,,,30.06,0.00,0.00,FALSE,QUENTIN STOVALL,,,OP14356,,,,,,,
2/14/2020,12:00,MOHAMMAD,OP1-10032,SSDB2034,SOUND QUEST OG TO 4G DIST,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,10.00,INSTALL,,,2.09,0.00,0.00,FALSE,,,,,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,BAA22,BEST KITS EURO ANTENNA ADAP,1.00,19.99,0.00,19.99,DISCOVER,SALE,4.49,INSTALL,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,BHA6522,BEST KITS CHRYSLER HARNESS 07,1.00,19.99,0.00,19.99,DISCOVER,SALE,3.75,ACCESSORIES,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,BKCDK642,BEST KITS DODGE DD KIT,1.00,24.99,0.00,24.99,DISCOVER,SALE,3.89,ACCESSORIES,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,DVD,LABOR DVD,1.00,85.00,0.00,85.00,DISCOVER,SALE,0.00,LABOR,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,BYPASS,BYPASS PARKING BREAK,1.00,9.99,0.00,9.99,DISCOVER,SALE,7.00,ACCESSORIES,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,UNKNOWN ITEM,AVH2550NEX,1.00,449.99,0.00,449.99,DISCOVER,SALE,0.00,,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,ASWC,STEERING WEEL CONTR,1.00,79.99,0.00,79.99,DISCOVER,SALE,37.06,INSTALL,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,16:39,MOHAMMAD,OP1-10033,MS3,LABOR ONE HOUR,1.00,20.00,0.00,20.00,DISCOVER,SALE,0.00,LABOR,,,50.51,0.00,0.00,FALSE,DAMON ARNOLD,,,OP14357,,,,,,,
2/14/2020,17:49,MOHAMMAD,OP1-10034,LC6I,AUDIOCONTROL SIX CHANNEL PROC,1.00,179.99,0.00,179.99,DEBIT CARD,SALE,100.00,EQX,,,15.03,0.00,0.00,FALSE,JOEY PAXSON,,,OP14203,,,,,,,
2/15/2020,12:47,MOHAMMAD,OP1-10035,MVHS312BT,PIONEER USB BLUETOOTH HEADUNIT,1.00,79.99,0.00,79.99,DEBIT CARD,SALE,64.00,HEAD UNIT,,,12.52,0.00,0.00,FALSE,TAQUILA HUFF,,,OP14358,,,,,,,
2/15/2020,12:47,MOHAMMAD,OP1-10035,CDP,LABOR CD PLAYER,1.00,60.00,0.00,60.00,DEBIT CARD,SALE,0.00,LABOR,,,12.52,0.00,0.00,FALSE,TAQUILA HUFF,,,OP14358,,,,,,,
2/15/2020,12:47,MOHAMMAD,OP1-10035,993306,AVEO KIT,1.00,29.99,0.00,29.99,DEBIT CARD,SALE,12.00,INSTALL,,,12.52,0.00,0.00,FALSE,TAQUILA HUFF,,,OP14358,,,,,,,
2/15/2020,12:47,MOHAMMAD,OP1-10035,BHA2105,BEST HARNESS GM 07-UP,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,1.68,INSTALL,,,12.52,0.00,0.00,FALSE,TAQUILA HUFF,,,OP14358,,,,,,,
2/15/2020,12:47,MOHAMMAD,OP1-10035,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,3.78,INSTALL,,,12.52,0.00,0.00,FALSE,TAQUILA HUFF,,,OP14358,,,,,,,
2/17/2020,10:59,JAWAD,OP1-10036,MINIANL,MINI ANL FUSE,1.00,4.99,0.00,4.99,CASH,SALE,1.25,INSTALL,,,0.42,0.00,0.00,FALSE,,,,,,,,,,,
2/17/2020,12:57,MOHAMMAD,OP1-10037,BHA2001,BEST HARNESS GM 94-UP,1.00,15.99,0.00,15.99,DEBIT CARD,SALE,2.69,INSTALL,,,1.34,0.00,0.00,FALSE,,,,,,,,,,,
2/18/2020,10:31,MOHAMMAD,OP1-10038,MS3,LABOR ONE HOUR,1.00,70.00,0.00,70.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,MARIAN SIMMONS,,,OP14359,,,,,,,
2/18/2020,16:52,MOHAMMAD,OP1-10039,CDP,LABOR CD PLAYER,1.00,100.00,0.00,100.00,DEBIT CARD,SALE,0.00,LABOR,,,3.09,0.00,0.00,FALSE,DOUG WILLIAMS,,,OP14360,,,,,,,
2/18/2020,16:52,MOHAMMAD,OP1-10039,BKGMK420,BEST KIT GM UNIVERSAL 92-UP,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,4.65,INSTALL,,,3.09,0.00,0.00,FALSE,DOUG WILLIAMS,,,OP14360,,,,,,,
2/18/2020,16:52,MOHAMMAD,OP1-10039,BAA4B,BEST ANTENNA ADAP GM,1.00,11.99,0.00,11.99,DEBIT CARD,SALE,1.79,INSTALL,,,3.09,0.00,0.00,FALSE,DOUG WILLIAMS,,,OP14360,,,,,,,
2/19/2020,12:44,MOHAMMAD,OP1-10040,BHA6522,BEST KITS CHRYSLER HARNESS 07,1.00,19.99,0.00,19.99,CASH,SALE,3.75,ACCESSORIES,,,17.11,0.00,0.00,FALSE,JAMES JONES,,,OP14361,,,,,,,
2/19/2020,12:44,MOHAMMAD,OP1-10040,BKCDK642,BEST KITS DODGE DD KIT,1.00,24.99,0.00,24.99,CASH,SALE,3.89,ACCESSORIES,,,17.11,0.00,0.00,FALSE,JAMES JONES,,,OP14361,,,,,,,
2/19/2020,12:44,MOHAMMAD,OP1-10040,DVD,LABOR DVD,1.00,80.00,0.00,80.00,CASH,SALE,0.00,LABOR,,,17.11,0.00,0.00,FALSE,JAMES JONES,,,OP14361,,,,,,,
2/19/2020,12:44,MOHAMMAD,OP1-10040,40EU10,EURO ANTENNA ADAPTER,1.00,19.99,0.00,19.99,CASH,SALE,4.41,INSTALL,,,17.11,0.00,0.00,FALSE,JAMES JONES,,,OP14361,,,,,,,
2/19/2020,12:44,MOHAMMAD,OP1-10040,CDR5620,"JENSEN 6.2"" 2DIN DVD REVEIVER",1.00,139.99,0.00,139.99,CASH,SALE,85.42,HEAD UNIT,,,17.11,0.00,0.00,FALSE,JAMES JONES,,,OP14361,,,,,,,
2/19/2020,12:44,MOHAMMAD,OP1-10040,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,CASH,SALE,0.00,LABOR,,,17.11,0.00,0.00,FALSE,JAMES JONES,,,OP14361,,,,,,,
2/19/2020,16:36,MOHAMMAD,OP1-10041,,PAYMENT ON LAYAWAY #10041,1.00,50.00,0.00,50.00,VISA,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
2/20/2020,10:18,MOHAMMAD,OP1-10042,8GR,WIRE 8GR,4.00,1.50,0.00,6.00,CASH,SALE,0.00,INSTALL,,,0.50,0.00,0.00,FALSE,,,,,,,,,,,
2/20/2020,10:20,MOHAMMAD,OP1-10043,8GR,WIRE 8GR,4.00,1.50,0.00,6.00,CASH,SALE,0.00,INSTALL,,,0.50,0.00,0.00,FALSE,,,,,,,,,,,
2/21/2020,11:17,JAWAD,OP1-10044,MS3,LABOR ONE HOUR,1.00,50.00,0.00,50.00,DEBIT CARD,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,,,,,,,,,,,
2/21/2020,11:17,JAWAD,OP1-10044,TSA692F,PIONEER 6X9 3 WAY,1.00,79.99,0.00,79.99,DEBIT CARD,SALE,45.00,SPEAKER,,,6.68,0.00,0.00,FALSE,,,,,,,,,,,
2/21/2020,11:17,JAWAD,OP1-10044,SP1,LABOR SPEAKER,1.00,60.00,0.00,60.00,DEBIT CARD,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,,,,,,,,,,,
2/21/2020,14:14,JAWAD,OP1-10045,16GS,WIRE SPKR 16G,1.00,0.50,0.00,0.50,CASH,SALE,0.10,INSTALL,,,0.04,0.00,0.00,FALSE,,,,,,,,,,,
2/21/2020,16:32,JAWAD,OP1-10046,MS3,LABOR ONE HOUR,1.00,50.00,0.00,50.00,DEBIT CARD,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,STARR TAYLOR,,,OP11255,,,,,,,
2/21/2020,17:26,JAWAD,OP1-10047,MS3,LABOR ONE HOUR,1.00,70.00,0.00,70.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
2/22/2020,12:42,JAWAD,OP1-10048,CDP,LABOR CD PLAYER,1.50,80.00,0.00,120.00,DEBIT CARD,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,RACHEL MORGAN,,,OP14362,,,,,,,
2/22/2020,12:42,JAWAD,OP1-10048,UNKNOWN ITEM,FACTORY FORD TAURUS,1.00,80.00,0.00,80.00,DEBIT CARD,SALE,0.00,,,,0.00,0.00,0.00,FALSE,RACHEL MORGAN,,,OP14362,,,,,,,
2/22/2020,13:54,JAWAD,OP1-10049,KDC168U,KENWOOD CD USB AUX,1.00,79.99,0.00,79.99,CASH,SALE,71.00,HEADUNIT,,,6.68,0.00,0.00,FALSE,KATIE WEBSTER,,,OP14363,,,,,,,
2/22/2020,13:54,JAWAD,OP1-10049,CDP,LABOR CD PLAYER,1.00,60.00,0.00,60.00,CASH,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,KATIE WEBSTER,,,OP14363,,,,,,,
2/22/2020,14:05,MOHAMMAD,OP1-10050,DVD,LABOR DVD,1.00,120.00,0.00,120.00,DEBIT CARD,SALE,0.00,LABOR,,,1.67,0.00,0.00,FALSE,DAMION MCKINNIS,,,OP14364,,,,,,,
2/22/2020,14:05,MOHAMMAD,OP1-10050,BYPASS,BYPASS PARKING BREAK,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,7.00,ACCESSORIES,,,1.67,0.00,0.00,FALSE,DAMION MCKINNIS,,,OP14364,,,,,,,
2/22/2020,16:07,MOHAMMAD,OP1-10051,BAA4B,BEST ANTENNA ADAP GM,1.00,11.99,0.00,11.99,CASH,SALE,1.79,INSTALL,,,15.61,0.00,0.00,FALSE,ROBERT VAUGHN,,,OP14365,,,,,,,
2/22/2020,16:07,MOHAMMAD,OP1-10051,BKGMK420,BEST KIT GM UNIVERSAL 92-UP,1.00,24.99,0.00,24.99,CASH,SALE,4.65,INSTALL,,,15.61,0.00,0.00,FALSE,ROBERT VAUGHN,,,OP14365,,,,,,,
2/22/2020,16:07,MOHAMMAD,OP1-10051,BHA2003,BEST HARNESS GM 00-UP,1.00,19.99,0.00,19.99,CASH,SALE,2.00,INSTALL,,,15.61,0.00,0.00,FALSE,ROBERT VAUGHN,,,OP14365,,,,,,,
2/22/2020,16:07,MOHAMMAD,OP1-10051,MVHS322BT,PIONEER BLUETOOTH USB HEADUNIT,1.00,79.99,0.00,79.99,CASH,SALE,64.00,HEAD UNIT,,,15.61,0.00,0.00,FALSE,ROBERT VAUGHN,,,OP14365,,,,,,,
2/22/2020,16:07,MOHAMMAD,OP1-10051,CDP,LABOR CD PLAYER,1.00,70.00,0.00,70.00,CASH,SALE,0.00,LABOR,,,15.61,0.00,0.00,FALSE,ROBERT VAUGHN,,,OP14365,,,,,,,
2/22/2020,16:07,MOHAMMAD,OP1-10051,KFC1666S,KENWOOD 6.5 COAX,1.00,49.99,0.00,49.99,CASH,SALE,30.00,SPEAKER,,,15.61,0.00,0.00,FALSE,ROBERT VAUGHN,,,OP14365,,,,,,,
2/22/2020,16:07,MOHAMMAD,OP1-10051,SP1,LABOR SPEAKER,1.00,50.00,0.00,50.00,CASH,SALE,0.00,LABOR,,,15.61,0.00,0.00,FALSE,ROBERT VAUGHN,,,OP14365,,,,,,,
2/24/2020,12:11,MOHAMMAD,OP1-10052,MS3,LABOR ONE HOUR,1.00,70.00,0.00,70.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
2/24/2020,12:55,MOHAMMAD,OP1-10053,DPX593BT,KENWOOD DD CD BLUETHOOTH,1.00,159.99,0.00,159.99,DEBIT CARD,SALE,100.00,HEADUNIT,,,16.78,0.00,0.00,FALSE,TANASHA PETTIT,,,OP14366,,,,,,,
2/24/2020,12:55,MOHAMMAD,OP1-10053,CDP,LABOR CD PLAYER,1.00,85.00,0.00,85.00,DEBIT CARD,SALE,0.00,LABOR,,,16.78,0.00,0.00,FALSE,TANASHA PETTIT,,,OP14366,,,,,,,
2/24/2020,12:55,MOHAMMAD,OP1-10053,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,DEBIT CARD,SALE,0.00,LABOR,,,16.78,0.00,0.00,FALSE,TANASHA PETTIT,,,OP14366,,,,,,,
2/24/2020,12:55,MOHAMMAD,OP1-10053,BKFMK552,BEST KITS FORD DD KIT,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,3.59,INSTALL,,,16.78,0.00,0.00,FALSE,TANASHA PETTIT,,,OP14366,,,,,,,
2/24/2020,12:55,MOHAMMAD,OP1-10053,BHA1771,BEST KITS FORD HARNESS,1.00,15.99,0.00,15.99,DEBIT CARD,SALE,1.35,INSTALL,,,16.78,0.00,0.00,FALSE,TANASHA PETTIT,,,OP14366,,,,,,,
2/25/2020,09:55,MOHAMMAD,OP1-10054,PPS46,ROCKFORD 6.5 MID BASS DRIVER,2.00,82.99,0.00,165.98,CASH,SALE,99.98,SPEAKER,,,14.61,0.00,0.00,FALSE,ISAAC ANDERSON,,,OP14367,,,,,,,
2/25/2020,09:55,MOHAMMAD,OP1-10054,BB4PR,PAC BASS BLOCKER 1.2K,1.00,8.99,0.00,8.99,CASH,SALE,4.00,INSTALL,,,14.61,0.00,0.00,FALSE,ISAAC ANDERSON,,,OP14367,,,,,,,
2/25/2020,13:46,JAWAD,OP1-10055,CDR5620,"JENSEN 6.2"" 2DIN DVD REVEIVER",1.00,139.99,0.00,139.99,CASH,SALE,85.42,HEAD UNIT,,,19.79,0.00,0.00,FALSE,PAT ROBINSON,,,OP14198,,,,,,,
2/25/2020,13:46,JAWAD,OP1-10055,LCGM24,PAC GM RADIO INTERFACE,1.00,59.99,0.00,59.99,CASH,SALE,26.78,INSTALL,,,19.79,0.00,0.00,FALSE,PAT ROBINSON,,,OP14198,,,,,,,
2/25/2020,13:46,JAWAD,OP1-10055,BAA4B,BEST ANTENNA ADAP GM,1.00,11.99,0.00,11.99,CASH,SALE,1.79,INSTALL,,,19.79,0.00,0.00,FALSE,PAT ROBINSON,,,OP14198,,,,,,,
2/25/2020,13:46,JAWAD,OP1-10055,BKGMK422,GM AI KIT 92-03,1.00,24.99,0.00,24.99,CASH,SALE,6.04,INSTALL,,,19.79,0.00,0.00,FALSE,PAT ROBINSON,,,OP14198,,,,,,,
2/25/2020,13:46,JAWAD,OP1-10055,DVD,LABOR DVD,1.00,85.00,0.00,85.00,CASH,SALE,0.00,LABOR,,,19.79,0.00,0.00,FALSE,PAT ROBINSON,,,OP14198,,,,,,,
2/25/2020,13:46,JAWAD,OP1-10055,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,CASH,SALE,0.00,LABOR,,,19.79,0.00,0.00,FALSE,PAT ROBINSON,,,OP14198,,,,,,,
2/25/2020,13:46,JAWAD,OP1-10055,UNKNOWN ITEM,CREDIT FROM PREVIOUS INSTALL,1.00,346.75,0.00,346.75,CASH,CREDIT,0.00,,,,19.79,0.00,0.00,FALSE,PAT ROBINSON,,,OP14198,,,,,,,
2/26/2020,16:12,JAWAD,OP1-10056,4105L,AVITAL REMOTE START KEYLESS,1.00,99.99,0.00,99.99,DISCOVER,SALE,42.00,ALARM,,,16.70,0.00,0.00,FALSE,KENDAL ANDERSON,,,OP14368,,,,,,,
2/26/2020,16:12,JAWAD,OP1-10056,FLCAN,FLASHLOGIC INTERFACE,1.00,99.99,0.00,99.99,DISCOVER,SALE,48.00,ALARM,,,16.70,0.00,0.00,FALSE,KENDAL ANDERSON,,,OP14368,,,,,,,
2/26/2020,16:12,JAWAD,OP1-10056,RMS,LABOR REMOTE START,1.00,80.00,0.00,80.00,DISCOVER,SALE,0.00,LABOR,,,16.70,0.00,0.00,FALSE,KENDAL ANDERSON,,,OP14368,,,,,,,
2/26/2020,16:12,JAWAD,OP1-10056,LCK,LABOR KEYLESS,1.00,20.00,0.00,20.00,DISCOVER,SALE,0.00,LABOR,,,16.70,0.00,0.00,FALSE,KENDAL ANDERSON,,,OP14368,,,,,,,
2/26/2020,18:30,JAWAD,OP1-10057,BKFMK550,BEST KITS FORD 95-UP KIT,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,4.49,INSTALL,,,14.28,0.00,0.00,FALSE,TRISTAN BROOKS,,,OP14369,,,,,,,
2/26/2020,18:30,JAWAD,OP1-10057,BHA5520,FORD HARNESS,1.00,15.99,0.00,15.99,DEBIT CARD,SALE,2.39,ACCESSORIES,,,14.28,0.00,0.00,FALSE,TRISTAN BROOKS,,,OP14369,,,,,,,
2/26/2020,18:30,JAWAD,OP1-10057,CDP,LABOR CD PLAYER,1.00,85.00,0.00,85.00,DEBIT CARD,SALE,0.00,LABOR,,,14.28,0.00,0.00,FALSE,TRISTAN BROOKS,,,OP14369,,,,,,,
2/26/2020,18:30,JAWAD,OP1-10057,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,DEBIT CARD,SALE,0.00,LABOR,,,14.28,0.00,0.00,FALSE,TRISTAN BROOKS,,,OP14369,,,,,,,
2/26/2020,18:30,JAWAD,OP1-10057,FHS701BS,PIONEER DD CD BLUETOOTH,1.00,129.99,0.00,129.99,DEBIT CARD,SALE,114.00,CD,,,14.28,0.00,0.00,FALSE,TRISTAN BROOKS,,,OP14369,,,,,,,
2/27/2020,13:20,MOHAMMAD,OP1-10058,MVHS322BT,PIONEER BLUETOOTH USB HEADUNIT,1.00,79.99,0.00,79.99,MASTERCARD,SALE,64.00,HEAD UNIT,,,11.44,0.00,0.00,FALSE,CHRIS SMALLS,,,OP14370,,,,,,,
2/27/2020,13:20,MOHAMMAD,OP1-10058,BHA2003,BEST HARNESS GM 00-UP,1.00,19.99,0.00,19.99,MASTERCARD,SALE,2.00,INSTALL,,,11.44,0.00,0.00,FALSE,CHRIS SMALLS,,,OP14370,,,,,,,
2/27/2020,13:20,MOHAMMAD,OP1-10058,BKGMK420,BEST KIT GM UNIVERSAL 92-UP,1.00,24.99,0.00,24.99,MASTERCARD,SALE,4.65,INSTALL,,,11.44,0.00,0.00,FALSE,CHRIS SMALLS,,,OP14370,,,,,,,
2/27/2020,13:20,MOHAMMAD,OP1-10058,BAA4B,BEST ANTENNA ADAP GM,1.00,11.99,0.00,11.99,MASTERCARD,SALE,1.79,INSTALL,,,11.44,0.00,0.00,FALSE,CHRIS SMALLS,,,OP14370,,,,,,,
2/27/2020,13:20,MOHAMMAD,OP1-10058,CDP,LABOR CD PLAYER,1.00,80.00,0.00,80.00,MASTERCARD,SALE,0.00,LABOR,,,11.44,0.00,0.00,FALSE,CHRIS SMALLS,,,OP14370,,,,,,,
